"PlayerName","Club","Position","PositionType","DoB","Age","IPOPrice","IPODate","CurrentPrice"
"Eiji Kawashima","Strasbourg","Goalkeeper/ Defender","Goalkeeper","20/03/1983","36","£0.13","30/05/2018","£0.14"
"Simeon Nwankwo","Crotone","Forward","Centre Forward","07/05/1992","27","£0.13","31/05/2018","£0.14"
"John Obi Mikel","Other","Midfield","Central Midfielder","22/04/1987","32","£0.13","31/05/2018","£0.14"
"Ogenyi Onazi","Other","Midfield","Central Midfielder","25/12/1992","26","£0.13","31/05/2018","£0.14"
"Paolo Guerrero","Hamburg","Forward","Centre Forward","01/01/1984","35","£0.13","04/06/2018","£0.14"
"Yohan Benalouane","Leicester City","Goalkeeper/ Defender","Centre Back","28/03/1987","32","£0.13","05/06/2018","£0.14"
"Jazz Richards","Cardiff City","Goalkeeper/ Defender","Full back","12/04/1991","28","£0.13","10/08/2018","£0.14"
"Stuart O'Keefe","Cardiff City","Midfield","Central Midfielder","04/03/1991","28","£0.13","10/08/2018","£0.14"
"Matthew Connolly","Cardiff City","Goalkeeper/ Defender","Centre Back","24/09/1987","31","£0.13","10/08/2018","£0.14"
"Johann Carrasso","Reims","Goalkeeper/ Defender","Goalkeeper","07/05/1988","31","£0.13","29/08/2018","£0.14"
"Nicolas Lemaitre","Reims","Goalkeeper/ Defender","Goalkeeper","12/01/1997","22","£0.13","29/08/2018","£0.14"
"Herve Lybohy","Nîmes","Goalkeeper/ Defender","Centre Back","24/07/1983","36","£0.13","30/08/2018","£0.14"
"Matteo Brighi","Empoli","Midfield","Central Midfielder","14/02/1981","38","£0.13","04/09/2018","£0.14"
"Massimo Gobbi","Parma","Midfield","Attacking Midfielder/ Winger","31/10/1980","38","£0.13","05/09/2018","£0.14"
"Danilo Soddimo","Frosinone","Midfield","Attacking Midfielder/ Winger","27/09/1987","31","£0.13","06/09/2018","£0.14"
"Cristian Molinaro","Frosinone","Goalkeeper/ Defender","Full back","30/07/1983","36","£0.13","06/09/2018","£0.14"
"Chechu Dorado","Rayo Vallecano","Goalkeeper/ Defender","Centre Back","10/07/1982","37","£0.13","10/09/2018","£0.14"
"Javi Guerra","Rayo Vallecano","Forward","Centre Forward","15/03/1982","37","£0.13","10/09/2018","£0.14"
"Dmitriy Poloz","Zenit","Forward","Second Striker/ Winger","12/07/1991","28","£0.13","20/11/2017","£0.13"
"Sergio Alvarez","Eibar","Midfield","Attacking Midfielder/ Winger","23/01/1992","27","£0.13","20/11/2017","£0.13"
"Bruno Martins Indi","Stoke City","Goalkeeper/ Defender","Centre Back","08/02/1992","27","£0.08","24/11/2017","£0.13"
"Carles Gil","La Coruna","Midfield","Attacking Midfielder/ Winger","22/11/1992","26","£0.10","24/11/2017","£0.13"
"Asmir Begovic","Bournemouth","Goalkeeper/ Defender","Goalkeeper","20/06/1987","32","£0.08","24/11/2017","£0.12"
"Antonio Adan","Atlético Madrid","Goalkeeper/ Defender","Goalkeeper","13/05/1987","32","£0.07","24/11/2017","£0.13"
"Michael Esser","Hannover","Goalkeeper/ Defender","Goalkeeper","22/11/1987","31","£0.10","15/12/2017","£0.13"
"Christian Kouakou","Caen","Forward","Centre Forward","01/03/1991","28","£0.13","01/02/2018","£0.13"
"Massimo Coda","Benevento","Forward","Centre Forward","10/11/1988","30","£0.10","08/02/2018","£0.13"
"Guido Guerrieri","Lazio","Goalkeeper/ Defender","Goalkeeper","25/02/1996","23","£0.10","22/02/2018","£0.13"
"Maxim Lunev","Zorya","Forward","Second Striker/ Winger","22/05/1998","21","£0.10","07/03/2018","£0.13"
"Denis Davydov","Spartak Moskva","Forward","Attacking Midfielder/ Winger","22/03/1995","24","£0.10","08/03/2018","£0.13"
"John Ruddy","Wolves","Goalkeeper/ Defender","Goalkeeper","24/10/1986","32","£0.10","23/04/2018","£0.13"
"Shaquell Moore","Levante","Goalkeeper/ Defender","Full back","02/11/1996","22","£0.10","04/05/2018","£0.13"
"Willy Caballero","Chelsea","Goalkeeper/ Defender","Goalkeeper","28/09/1981","37","£0.10","14/05/2018","£0.13"
"Edison Flores","Other","Midfield","Attacking Midfielder/ Winger","14/05/1994","25","£0.08","14/05/2018","£0.13"
"Aleksandr Erokhin","Zenit","Midfield","Attacking Midfielder/ Winger","13/10/1989","29","£0.10","15/05/2018","£0.13"
"Daler Kuzyaev","Zenit","Midfield","Central Midfielder","15/01/1993","26","£0.07","15/05/2018","£0.13"
"Karlo Letica","Club Brugge","Goalkeeper/ Defender","Goalkeeper","11/02/1997","22","£0.08","17/05/2018","£0.13"
"Duje Cop","Real Valladolid","Forward","Centre Forward","01/02/1990","29","£0.07","17/05/2018","£0.13"
"Mohamed El-Shenawy","Other","Goalkeeper/ Defender","Goalkeeper","18/12/1988","30","£0.07","22/05/2018","£0.12"
"Sam Morsy","Other","Midfield","Central Midfielder","10/09/1991","27","£0.10","23/05/2018","£0.13"
"Guillermo Varela","Man United","Goalkeeper/ Defender","Full back","24/03/1993","26","£0.07","24/05/2018","£0.12"
"Albin Ekdal","Sampdoria","Midfield","Defensive Midfielder/ Wingback","28/07/1989","30","£0.10","25/05/2018","£0.13"
"Lamine Gassama","Other","Goalkeeper/ Defender","Full back","20/10/1989","29","£0.10","25/05/2018","£0.13"
"Abdoulaye Diallo","Rennes","Goalkeeper/ Defender","Goalkeeper","30/03/1992","27","£0.10","25/05/2018","£0.13"
"Edwin Cardona","Colombia","Midfield","Attacking Midfielder/ Winger","08/12/1992","26","£0.10","28/05/2018","£0.12"
"Branislav Ivanovic","Zenit","Goalkeeper/ Defender","Full back","22/02/1984","35","£0.13","29/05/2018","£0.13"
"Mario Gavranovic","Dinamo Zagreb","Forward","Centre Forward","24/11/1989","29","£0.13","30/05/2018","£0.13"
"Yosuke Ideguchi","Japan","Midfield","Central Midfielder","23/08/1996","22","£0.10","30/05/2018","£0.13"
"Karim Ansarifard","Other","Forward","Centre Forward","03/04/1990","29","£0.10","01/06/2018","£0.13"
"Milad Mohammadi","Iran","Goalkeeper/ Defender","Full back","29/09/1993","25","£0.07","01/06/2018","£0.13"
"Mehdi Taremi","Iran","Forward","Centre Forward","18/07/1992","27","£0.07","01/06/2018","£0.13"
"Marek Hamšík","Napoli","Midfield","Attacking Midfielder/ Winger","27/07/1987","32","£0.08","","£0.14"
"Frank Acheampong","Anderlecht","Midfield","Attacking Midfielder/ Winger","16/10/1993","25","£0.10","15/11/2017","£0.12"
"Andrey Lunev","Zenit","Goalkeeper/ Defender","Goalkeeper","13/11/1991","27","£0.10","23/11/2017","£0.12"
"Marwin Hitz","Borussia Dortmund","Goalkeeper/ Defender","Goalkeeper","18/09/1987","31","£0.07","24/11/2017","£0.23"
"Rodrigo Battaglia","Sporting","Midfield","Attacking Midfielder/ Winger","12/07/1991","28","£0.10","04/01/2018","£0.12"
"Alex Gersbach","Rosenborg","Goalkeeper/ Defender","Full back","08/05/1997","22","£0.10","07/03/2018","£0.12"
"Patrick Pentz","Austria Wien","Goalkeeper/ Defender","Goalkeeper","02/01/1997","22","£0.10","08/03/2018","£0.12"
"Sverrir Ingason","Iceland","Goalkeeper/ Defender","Centre Back","05/08/1993","26","£0.10","16/05/2018","£0.12"
"Jon Bodvarsson","Iceland","Forward","Second Striker/ Winger","25/05/1992","27","£0.08","16/05/2018","£0.14"
"Samuel Fridjonsson","Iceland","Midfield","Defensive Midfielder/ Wingback","22/02/1996","23","£0.07","16/05/2018","£0.12"
"Matej Mitrovic","Club Brugge","Goalkeeper/ Defender","Centre Back","10/11/1993","25","£0.10","17/05/2018","£0.13"
"Cassio Ramos","Corinthians","Goalkeeper/ Defender","Goalkeeper","06/06/1987","32","£0.07","17/05/2018","£0.12"
"Luis Abram","Other","Goalkeeper/ Defender","Centre Back","27/02/1996","23","£0.10","22/05/2018","£0.12"
"Marwan Mohsen","Other","Forward","Centre Forward","26/02/1989","30","£0.10","23/05/2018","£0.12"
"Amr Warda","PAOK Salonika","Midfield","Attacking Midfielder/ Winger","17/09/1993","25","£0.07","23/05/2018","£0.12"
"Andreas Granqvist","FK Krasnodar","Goalkeeper/ Defender","Centre Back","16/04/1985","34","£0.10","25/05/2018","£0.13"
"Jonas Knudsen","Other","Goalkeeper/ Defender","Full back","16/09/1992","26","£0.10","05/06/2018","£0.12"
"Frederik Ronnow","Ein Frankfurt","Goalkeeper/ Defender","Goalkeeper","04/08/1992","27","£0.07","05/06/2018","£0.12"
"Mohamed Ben Amor","Tunisia","Midfield","Central Midfielder","03/05/1992","27","£0.10","06/06/2018","£0.12"
"Rafal Kurzawa","Amiens","Forward","Second Striker/ Winger","29/01/1993","26","£0.10","08/06/2018","£0.11"
"Antonio Valencia","Man United","Goalkeeper/ Defender","Full back","04/08/1985","34","£0.08","","£0.11"
"Artem Sukhotsky","Zorya","Goalkeeper/ Defender","Full back","06/12/1992","26","£0.10","15/11/2017","£0.11"
"Qara Qarayev","Qarabag","Midfield","Central Midfielder","12/10/1992","26","£0.10","23/11/2017","£0.11"
"Oussama Haddadi","Dijon","Goalkeeper/ Defender","Full back","28/01/1992","27","£0.07","24/11/2017","£0.11"
"Mamadou Samassa","Troyes","Goalkeeper/ Defender","Goalkeeper","16/02/1990","29","£0.10","27/11/2017","£0.11"
"Mathieu Michel","Angers","Goalkeeper/ Defender","Goalkeeper","04/09/1991","27","£0.10","27/11/2017","£0.11"
"Giannis Anestis","Other","Goalkeeper/ Defender","Goalkeeper","09/03/1991","28","£0.10","29/11/2017","£0.11"
"Vid Belec","Sampdoria","Goalkeeper/ Defender","Goalkeeper","06/06/1990","29","£0.10","30/11/2017","£0.11"
"Vincenzo Fiorillo","Sampdoria","Goalkeeper/ Defender","Goalkeeper","13/01/1990","29","£0.10","30/11/2017","£0.11"
"Denis Petric","Guingamp","Goalkeeper/ Defender","Goalkeeper","24/05/1988","31","£0.10","30/11/2017","£0.11"
"Enric Saborit","Ath Bilbao","Goalkeeper/ Defender","Full back","27/04/1992","27","£0.10","01/12/2017","£0.11"
"Chris Philipps","Metz","Midfield","Defensive Midfielder/ Wingback","08/03/1994","25","£0.10","01/12/2017","£0.11"
"Afonso Figueiredo","Rennes","Goalkeeper/ Defender","Full back","06/01/1993","26","£0.10","01/12/2017","£0.11"
"Timo Letschert","Sassuolo","Goalkeeper/ Defender","Centre Back","25/05/1993","26","£0.10","01/12/2017","£0.11"
"Raul Lizoain","Las Palmas","Goalkeeper/ Defender","Goalkeeper","27/01/1991","28","£0.10","05/01/2018","£0.11"
"Mathieu Gorgelin","Lyon","Goalkeeper/ Defender","Goalkeeper","05/08/1990","29","£0.10","02/02/2018","£0.11"
"Alhaji Gero","Östersund","Forward","Centre Forward","10/10/1993","25","£0.10","05/02/2018","£0.11"
"Gaetano Letizia","Benevento","Goalkeeper/ Defender","Full back","29/06/1990","29","£0.10","21/02/2018","£0.11"
"Jamie Maclaren","SV Darmstadt 98","Forward","Centre Forward","29/07/1993","26","£0.10","09/05/2018","£0.11"
"Mark Milligan","Other","Midfield","Defensive Midfielder/ Wingback","04/08/1985","34","£0.10","09/05/2018","£0.11"
"Josh Brilliante","Sydney FC","Midfield","Central Midfielder","25/03/1993","26","£0.10","10/05/2018","£0.11"
"Apostolos Giannou","AEK Larnaca","Forward","Centre Forward","25/01/1990","29","£0.10","10/05/2018","£0.11"
"Andrew Nabbout","Other","Midfield","Attacking Midfielder/ Winger","17/12/1992","26","£0.10","10/05/2018","£0.11"
"Aleksandar Susnjar","Other","Goalkeeper/ Defender","Centre Back","19/08/1995","24","£0.10","10/05/2018","£0.11"
"Fran Karacic","NK Lokomotiva","Goalkeeper/ Defender","Full back","12/05/1996","23","£0.08","10/05/2018","£0.10"
"Nikita Rukavytsya","Other","Forward","Second Striker/ Winger","22/06/1987","32","£0.08","10/05/2018","£0.11"
"Jefferson Farfan","Lokomotiv Moscow","Midfield","Attacking Midfielder/ Winger","26/10/1984","34","£0.10","11/05/2018","£0.11"
"Claudio Yacob","West Brom","Midfield","Defensive Midfielder/ Wingback","18/07/1987","32","£0.10","11/05/2018","£0.11"
"Gelson Fernandes","Ein Frankfurt","Midfield","Defensive Midfielder/ Wingback","02/09/1986","32","£0.10","14/05/2018","£0.11"
"Valon Behrami","Udinese","Midfield","Central Midfielder","19/04/1985","34","£0.10","14/05/2018","£0.11"
"Johan Djourou","SPAL","Goalkeeper/ Defender","Centre Back","18/01/1987","32","£0.10","14/05/2018","£0.11"
"Hordur Magnusson","CSKA Moscow","Goalkeeper/ Defender","Centre Back","11/02/1993","26","£0.10","14/05/2018","£0.11"
"Roman Torres","Panama","Goalkeeper/ Defender","Centre Back","20/03/1986","33","£0.10","14/05/2018","£0.11"
"Gabriel Torres","Panama","Forward","Second Striker/ Winger","31/10/1988","30","£0.07","14/05/2018","£0.11"
"Fahad Al-Muwallad","Levante","Forward","Second Striker/ Winger","14/09/1994","24","£0.07","14/05/2018","£0.11"
"Yuri Zhirkov","Zenit","Midfield","Attacking Midfielder/ Winger","20/08/1983","36","£0.10","15/05/2018","£0.11"
"Fedor Kudryashov","FC Rostov","Goalkeeper/ Defender","Full back","05/04/1987","32","£0.10","15/05/2018","£0.11"
"Aleksandr Tashaev","Dynamo Moscow","Midfield","Attacking Midfielder/ Winger","23/06/1994","25","£0.10","15/05/2018","£0.14"
"Ruslan Kambolov","Rubin Kazan","Midfield","Defensive Midfielder/ Wingback","01/01/1990","29","£0.10","15/05/2018","£0.11"
"Aron Gunnarsson","Cardiff City","Midfield","Defensive Midfielder/ Wingback","22/04/1989","30","£0.10","16/05/2018","£0.11"
"Ragnar Sigurdsson","Iceland","Goalkeeper/ Defender","Centre Back","19/06/1986","33","£0.10","16/05/2018","£0.11"
"Emil Hallfredsson","Udinese","Midfield","Central Midfielder","29/06/1984","35","£0.10","16/05/2018","£0.11"
"Bjorn Sigurdarson","Iceland","Forward","Centre Forward","26/02/1991","28","£0.10","16/05/2018","£0.11"
"Hannes Halldorsson","Qarabag","Goalkeeper/ Defender","Goalkeeper","27/04/1984","35","£0.07","16/05/2018","£0.12"
"Fernando Muslera","Galatasaray","Goalkeeper/ Defender","Goalkeeper","16/06/1986","33","£0.10","18/05/2018","£0.11"
"Kim young-gwon","Guangzhou Evergrande","Goalkeeper/ Defender","Centre Back","27/02/1990","29","£0.10","18/05/2018","£0.11"
"Kim Min-woo","Korea Republic","Goalkeeper/ Defender","Full back","25/02/1990","29","£0.07","18/05/2018","£0.11"
"Bryan Oviedo","Sunderland","Goalkeeper/ Defender","Full back","18/02/1990","29","£0.10","21/05/2018","£0.11"
"Christian Bolanos","Saprissa","Midfield","Attacking Midfielder/ Winger","17/05/1984","35","£0.10","21/05/2018","£0.11"
"Francisco Calvo","Costa Rica","Goalkeeper/ Defender","Centre Back","08/07/1992","27","£0.10","21/05/2018","£0.11"
"Cristian Gamboa","Celtic","Goalkeeper/ Defender","Full back","24/10/1989","29","£0.10","21/05/2018","£0.11"
"Johnny Acosta","Costa Rica","Goalkeeper/ Defender","Centre Back","21/07/1983","36","£0.10","21/05/2018","£0.11"
"Pedro Gallese","Veracruz","Goalkeeper/ Defender","Goalkeeper","23/04/1990","29","£0.10","21/05/2018","£0.11"
"David Guzman","Costa Rica","Midfield","Central Midfielder","18/02/1990","29","£0.10","21/05/2018","£0.11"
"Christian Cueva","FK Krasnodar","Midfield","Attacking Midfielder/ Winger","23/11/1991","27","£0.08","22/05/2018","£0.11"
"Andy Polo","Other","Forward","Second Striker/ Winger","29/09/1994","24","£0.10","22/05/2018","£0.11"
"Alberto Rodriguez","Other","Goalkeeper/ Defender","Centre Back","31/03/1984","35","£0.10","22/05/2018","£0.11"
"Paolo Hurtado","Vitória SC","Midfield","Attacking Midfielder/ Winger","27/07/1990","29","£0.08","22/05/2018","£0.11"
"Nilson Loyola","Other","Goalkeeper/ Defender","Full back","26/10/1994","24","£0.07","22/05/2018","£0.11"
"Ayman Ashraf","Other","Goalkeeper/ Defender","Centre Back","09/04/1991","28","£0.10","23/05/2018","£0.11"
"Ali Gabr","West Brom","Goalkeeper/ Defender","Centre Back","10/01/1989","30","£0.10","23/05/2018","£0.11"
"Ahmed Fathy","Other","Midfield","Attacking Midfielder/ Winger","10/11/1984","34","£0.10","23/05/2018","£0.11"
"Tarek Hamed","Other","Midfield","Defensive Midfielder/ Wingback","24/10/1988","30","£0.10","23/05/2018","£0.11"
"Karim Hafez","Lens","Goalkeeper/ Defender","Full back","12/03/1996","23","£0.10","23/05/2018","£0.11"
"Saad Samir","Other","Goalkeeper/ Defender","Centre Forward","01/04/1989","30","£0.10","23/05/2018","£0.11"
"Mahmoud Abdel Aziz","Zamalek","Midfield","Central Midfielder","27/07/1990","29","£0.10","23/05/2018","£0.11"
"Amro Tarek","Orlando City","Goalkeeper/ Defender","Centre Back","17/05/1992","27","£0.07","23/05/2018","£0.11"
"Jurgen Damm","Tigres UANL","Forward","Second Striker/ Winger","07/11/1992","26","£0.10","24/05/2018","£0.11"
"Gaston Silva","Other","Goalkeeper/ Defender","Full back","05/03/1994","25","£0.10","24/05/2018","£0.11"
"Nicolas Lodeiro","Seattle Sounders","Midfield","Attacking Midfielder/ Winger","21/03/1989","30","£0.10","24/05/2018","£0.11"
"Jonathan Urretaviscaya","Benfica","Forward","Second Striker/ Winger","19/03/1990","29","£0.10","24/05/2018","£0.11"
"Kara Mbodji","Nantes","Goalkeeper/ Defender","Centre Back","11/11/1989","29","£0.10","25/05/2018","£0.11"
"Mame Biram Diouf","Stoke City","Forward","Second Striker/ Winger","16/12/1987","31","£0.10","25/05/2018","£0.11"
"Ola Toivonen","Toulouse","Forward","Centre Forward","03/07/1986","33","£0.10","25/05/2018","£0.11"
"Sebastian Larsson","Sunderland","Midfield","Central Midfielder","06/06/1985","34","£0.10","25/05/2018","£0.11"
"Mikael Lustig","Celtic","Goalkeeper/ Defender","Full back","13/12/1986","32","£0.10","25/05/2018","£0.11"
"Cheikh N'Doye","Angers","Midfield","Central Midfielder","29/03/1986","33","£0.10","25/05/2018","£0.11"
"Gustav Svensson","Other","Midfield","Central Midfielder","07/02/1987","32","£0.10","25/05/2018","£0.11"
"Saliou Ciss","Angers","Goalkeeper/ Defender","Full back","15/09/1989","29","£0.10","25/05/2018","£0.11"
"Abel Aguilar","Colombia","Midfield","Central Midfielder","06/01/1985","34","£0.10","28/05/2018","£0.11"
"Sebastian Perez","Boca Juniors","Midfield","Central Midfielder","29/03/1993","26","£0.10","28/05/2018","£0.11"
"Yimmi Chara","Other","Midfield","Attacking Midfielder/ Winger","02/04/1991","28","£0.10","28/05/2018","£0.11"
"Teofilo Gutierrez","Other","Forward","Centre Forward","17/05/1985","34","£0.10","28/05/2018","£0.11"
"William Tesillo","Colombia","Goalkeeper/ Defender","Centre Back","02/02/1990","29","£0.10","28/05/2018","£0.11"
"Stefan Medina","Monterrey","Goalkeeper/ Defender","Full back","14/06/1992","27","£0.10","28/05/2018","£0.11"
"Giovanni Moreno","Colombia","Midfield","Attacking Midfielder/ Winger","01/07/1986","33","£0.10","28/05/2018","£0.11"
"Aleksandar Prijovic","PAOK Salonika","Forward","Centre Forward","21/04/1990","29","£0.10","29/05/2018","£0.11"
"Ayoub El Kaabi","Morocco","Forward","Centre Forward","26/06/1993","26","£0.07","29/05/2018","£0.11"
"Khalid Boutaib","Morocco","Forward","Centre Forward","24/04/1987","32","£0.10","29/05/2018","£0.11"
"Vladimir Stojkovic","Sporting","Goalkeeper/ Defender","Goalkeeper","04/10/1996","22","£0.10","29/05/2018","£0.11"
"Munir Mohamedi","Morocco","Goalkeeper/ Defender","Goalkeeper","10/05/1989","30","£0.10","29/05/2018","£0.11"
"Manuel da Costa","Olympiacos","Goalkeeper/ Defender","Centre Back","06/05/1986","33","£0.10","29/05/2018","£0.10"
"Tomoaki Makino","Japan","Goalkeeper/ Defender","Full back","11/05/1987","32","£0.10","30/05/2018","£0.11"
"Uche Henry Agbo","Standard Liège","Midfield","Central Midfielder","04/12/1995","23","£0.10","31/05/2018","£0.11"
"Abdullahi Shehu","Other","Goalkeeper/ Defender","Full back","12/03/1993","26","£0.10","31/05/2018","£0.11"
"Junior Lokosa","Kano Pillars","Forward","Second Striker/ Winger","23/08/1993","25","£0.07","31/05/2018","£0.10"
"Brian Idowu","Lokomotiv Moscow","Goalkeeper/ Defender","Full back","18/05/1992","27","£0.07","31/05/2018","£0.11"
"Alireza Beiranvand","Iran","Goalkeeper/ Defender","Goalkeeper","21/09/1992","26","£0.10","01/06/2018","£0.11"
"Reza Ghoochannejhad","Iran","Forward","Centre Forward","20/09/1987","31","£0.10","01/06/2018","£0.11"
"Ehsan Haji Safi","Olympiacos","Midfield","Central Midfielder","25/02/1990","29","£0.10","01/06/2018","£0.11"
